folder,class_id,label,make,model,body,year_start,year_end,matched
FIAT_Bravo_19952001,1337,Fiat FIAT Bravo,Fiat,FIAT Bravo,hatchback,1995,2010,True
FIAT_Bravo_20072010,1338,Fiat FIAT Bravo,Fiat,FIAT Bravo,hatchback,1995,2010,True
FIAT_Cinquecento_19921998,1339,Fiat FIAT Cinquecento,Fiat,FIAT Cinquecento,hatchback,1992,1998,True
FIAT_Croma_19861991,1340,Fiat FIAT Croma,Fiat,FIAT Croma,other,1986,2011,True
FIAT_Croma_19911996,1341,Fiat FIAT Croma,Fiat,FIAT Croma,other,1986,2011,True
FIAT_Croma_20052011,1342,Fiat FIAT Croma,Fiat,FIAT Croma,other,1986,2011,True
FIAT_Doblo_20102015,1343,Fiat FIAT Doblo,Fiat,FIAT Doblo,van,2001,2024,True
FIAT_Doblo_2015Present,1344,Fiat FIAT Doblo,Fiat,FIAT Doblo,van,2001,2024,True
FIAT_F595_Abarth_2021Present,1345,Fiat FIAT F595 Abarth,Fiat,FIAT F595 Abarth,hatchback,2008,2024,True
FIAT_Freemont_20112015,1346,Fiat FIAT Freemont,Fiat,FIAT Freemont,suv,2011,2018,True
FIAT_Freemont_Cross_20152018,1347,Fiat FIAT Freemont Cross,Fiat,FIAT Freemont Cross,suv,2011,2018,True
FIAT_Fullback_Double_Cab_2016Present,1348,Fiat FIAT Fullback Double Cab,Fiat,FIAT Fullback Double Cab,truck,2016,2024,True
FIAT_Grande_Punto_Abarth_20072010,1349,Fiat FIAT Grande Punto Abarth,Fiat,FIAT Grande Punto Abarth,hatchback,2005,2012,True
FIAT_Idea_20032010,1350,Fiat FIAT Idea,Fiat,FIAT Idea,van,2003,2016,True
FIAT_Idea_20102016,1351,Fiat FIAT Idea,Fiat,FIAT Idea,van,2003,2016,True
FIAT_Linea_20062015,1352,Fiat FIAT Linea,Fiat,FIAT Linea,other,2006,2015,True
FIAT_Multipla_19982004,1353,Fiat FIAT Multipla,Fiat,FIAT Multipla,van,1998,2010,True
FIAT_Palio_20112016,1354,Fiat FIAT Palio,Fiat,FIAT Palio,hatchback,2011,2016,True
FIAT_Palio_Weekend_20122019,1355,Fiat FIAT Palio Weekend,Fiat,FIAT Palio Weekend,wagon,2012,2019,True
FIAT_Panda_20032011,1356,Fiat FIAT Panda,Fiat,FIAT Panda,hatchback,1981,2024,True
FIAT_Panda_2011Present,1357,Fiat FIAT Panda,Fiat,FIAT Panda,hatchback,1981,2024,True
FIAT_Panda_4x4_2012Present,1358,Fiat FIAT Panda 4x4,Fiat,FIAT Panda 4x4,hatchback,1986,2024,True
FIAT_Panda_City_Cross_2017Present,1359,Fiat FIAT Panda City Cross,Fiat,FIAT Panda City Cross,hatchback,2017,2024,True
FIAT_Panda_Cross_2014Present,1360,Fiat FIAT Panda Cross,Fiat,FIAT Panda Cross,suv,2014,2024,True
FIAT_Punto_3_Doors_20122018,1361,Fiat FIAT Punto 3 Doors,Fiat,FIAT Punto 3 Doors,hatchback,1994,2018,True
FIAT_Punto_5_Doors_20122018,1362,Fiat FIAT Punto 5 Doors,Fiat,FIAT Punto 5 Doors,hatchback,1994,2018,True
FIAT_Punto_Evo_3_Doors_20092012,1363,Fiat FIAT Punto Evo 3 Doors,Fiat,FIAT Punto Evo 3 Doors,hatchback,2005,2012,True
FIAT_Punto_Evo_5_Doors_20092012,1364,Fiat FIAT Punto Evo 5 Doors,Fiat,FIAT Punto Evo 5 Doors,hatchback,2005,2012,True
FIAT_Qubo_20082019,1365,Fiat FIAT Qubo,Fiat,FIAT Qubo,van,2008,2019,True
FIAT_Sedici_20062009,1366,Fiat FIAT Sedici,Fiat,FIAT Sedici,suv,2006,2014,True
FIAT_Sedici_20092014,1367,Fiat FIAT Sedici,Fiat,FIAT Sedici,suv,2006,2014,True
FIAT_Stilo_3_Doors_20012006,1368,Fiat FIAT Stilo 3 Doors,Fiat,FIAT Stilo 3 Doors,hatchback,2001,2007,True
FIAT_Stilo_5_Doors_20012006,1369,Fiat FIAT Stilo 5 Doors,Fiat,FIAT Stilo 5 Doors,hatchback,2001,2007,True
FIAT_Stilo_Multi_Wagon_20032006,1370,Fiat FIAT Stilo Multi Wagon,Fiat,FIAT Stilo Multi Wagon,wagon,2003,2010,True
FIAT_Tipo_5_Doors_2016Present,1371,Fiat FIAT Tipo 5 Doors,Fiat,FIAT Tipo 5 Doors,hatchback,1988,2024,True
FIAT_Tipo_Cross_2020Present,1372,Fiat FIAT Tipo Cross,Fiat,FIAT Tipo Cross,suv,2020,2024,True
FIAT_Tipo_Station_Wagon_2016Present,1373,Fiat FIAT Tipo Station Wagon,Fiat,FIAT Tipo Station Wagon,wagon,2016,2024,True
FIAT_Tipo__Egea_2015Present,1374,Fiat FIAT Tipo Egea,Fiat,FIAT Tipo Egea,other,2015,2024,True
FIAT_Uno_2010Present,1375,Fiat FIAT Uno,Fiat,FIAT Uno,hatchback,2010,2024,True
FIAT_Viaggio_20132017,1376,Fiat FIAT Viaggio,Fiat,FIAT Viaggio,other,2013,2017,True
FIAT__Fullback_Cross_2016Present,1377,Fiat FIAT Fullback Cross,Fiat,FIAT Fullback Cross,truck,2016,2024,True
FISKER_Ocean_2021Present,1378,Fisker FISKER Ocean,Fisker,FISKER Ocean,suv,2021,2024,True
FORD_BMax_20122017,1379,Ford FORD BMax,Ford,FORD BMax,van,2012,2017,True
FORD_Bronco_19661977,1380,Ford FORD Bronco,Ford,FORD Bronco,suv,1966,2024,True
FORD_Bronco_4door_2020Present,1381,Ford FORD Bronco 4door,Ford,FORD Bronco 4door,suv,1966,2024,True
FORD_Bronco_Raptor_2022Present,1382,Ford FORD Bronco Raptor,Ford,FORD Bronco Raptor,suv,1966,2024,True
FORD_Bronco_Sport_2020Present,1383,Ford FORD Bronco Sport,Ford,FORD Bronco Sport,suv,1966,2024,True
FORD_Bullitt_20192020,1384,Ford FORD Bullitt,Ford,FORD Bullitt,other,1964,2024,True
FORD_CMax_20102014,1385,Ford FORD CMax,Ford,FORD CMax,van,2003,2019,True
FORD_CMax_20142019,1386,Ford FORD CMax,Ford,FORD CMax,van,2003,2019,True
FORD_Capri_19781986,1387,Ford FORD Capri,Ford,FORD Capri,other,1969,1986,True
FORD_Crestline_Skyliner_19521954,1388,Ford FORD Crestline Skyliner,Ford,FORD Crestline Skyliner,other,1952,1954,True
FORD_EDGE_2018Present,1389,Ford FORD EDGE,Ford,FORD EDGE,suv,2006,2024,True
FORD_EcoSport_2017Present,1390,Ford FORD EcoSport,Ford,FORD EcoSport,suv,2004,2024,True
FORD_Escape_20002006,1391,Ford FORD Escape,Ford,FORD Escape,suv,2000,2024,True
FORD_Escape_20082011,1392,Ford FORD Escape,Ford,FORD Escape,suv,2000,2024,True
FORD_Escape_20122016,1393,Ford FORD Escape,Ford,FORD Escape,suv,2000,2024,True
FORD_Escape_20162019,1394,Ford FORD Escape,Ford,FORD Escape,suv,2000,2024,True
FORD_Escape_20192022,1395,Ford FORD Escape,Ford,FORD Escape,suv,2000,2024,True
FORD_Escape_2022Present,1396,Ford FORD Escape,Ford,FORD Escape,suv,2000,2024,True
FORD_Escort_3_Doors_19801986,1397,Ford FORD Escort 3 Doors,Ford,FORD Escort 3 Doors,other,1980,2000,True
FORD_Everest_20152018,1398,Ford FORD Everest,Ford,FORD Everest,suv,2003,2024,True
FORD_Everest_20182022,1399,Ford FORD Everest,Ford,FORD Everest,suv,2003,2024,True
FORD_Everest_2022Present,1400,Ford FORD Everest,Ford,FORD Everest,suv,2003,2024,True
FORD_Excursion_20002005,1401,Ford FORD Excursion,Ford,FORD Excursion,suv,2000,2005,True
FORD_Expedition_20142017,1402,Ford FORD Expedition,Ford,FORD Expedition,suv,1996,2024,True
FORD_Expedition_20172021,1403,Ford FORD Expedition,Ford,FORD Expedition,suv,1996,2024,True
FORD_Expedition_Max_20172021,1404,Ford FORD Expedition Max,Ford,FORD Expedition Max,suv,1996,2024,True
FORD_Explorer_20032005,1405,Ford FORD Explorer,Ford,FORD Explorer,suv,2003,2024,True
FORD_Explorer_20052009,1406,Ford FORD Explorer,Ford,FORD Explorer,suv,2003,2024,True
FORD_Explorer_20102015,1407,Ford FORD Explorer,Ford,FORD Explorer,suv,2003,2024,True
FORD_Explorer_20152019,1408,Ford FORD Explorer,Ford,FORD Explorer,suv,2003,2024,True
FORD_Explorer_2019Present,1409,Ford FORD Explorer,Ford,FORD Explorer,suv,2003,2024,True
FORD_Explorer_Sport_Trac_20022005,1410,Ford FORD Explorer Sport Trac,Ford,FORD Explorer Sport Trac,truck,2002,2010,True
FORD_F150_2020Present,1411,Ford FORD F150,Ford,FORD F150,truck,2001,2024,True
FORD_F150_Lightning_2022Present,1412,Ford FORD F150 Lightning,Ford,FORD F150 Lightning,truck,2001,2024,True
FORD_F150_Raptor_2021Present,1413,Ford FORD F150 Raptor,Ford,FORD F150 Raptor,truck,2009,2024,True
FORD_F150_Raptor_SVT_20092013,1414,Ford FORD F150 Raptor SVT,Ford,FORD F150 Raptor SVT,truck,2009,2024,True
FORD_F150_SVT_Raptor_20172021,1415,Ford FORD F150 SVT Raptor,Ford,FORD F150 SVT Raptor,truck,2009,2024,True
FORD_F150_Super_Cab_20092012,1416,Ford FORD F150 Super Cab,Ford,FORD F150 Super Cab,truck,2001,2024,True
FORD_F150_Super_Crew_20092013,1417,Ford FORD F150 Super Crew,Ford,FORD F150 Super Crew,truck,2001,2024,True
FORD_F150_Super_Crew_20142018,1418,Ford FORD F150 Super Crew,Ford,FORD F150 Super Crew,truck,2001,2024,True
FORD_F150_Tremor_2020Present,1419,Ford FORD F150 Tremor,Ford,FORD F150 Tremor,truck,2001,2024,True
FORD_Fiesta_3_doors_2017Present,1420,Ford FORD Fiesta 3 doors,Ford,FORD Fiesta 3 doors,hatchback,1976,2024,True
FORD_Fiesta_5_doors_20172021,1421,Ford FORD Fiesta 5 Doors,Ford,FORD Fiesta 5 Doors,hatchback,1989,2024,True
FORD_Fiesta_Active_20172021,1422,Ford FORD Fiesta Active,Ford,FORD Fiesta Active,hatchback,1989,2024,True
FORD_Fiesta_ST200_3_Doors_20162018,1423,Ford FORD Fiesta ST200 3 Doors,Ford,FORD Fiesta ST200 3 Doors,hatchback,2012,2021,True
FORD_Fiesta_ST_20122016,1424,Ford FORD Fiesta ST,Ford,FORD Fiesta ST,hatchback,2012,2021,True
FORD_Fiesta_ST_2018Present,1425,Ford FORD Fiesta ST,Ford,FORD Fiesta ST,hatchback,1989,2024,True
FORD_Fiesta_ST_3_doors_20182021,1426,Ford FORD Fiesta ST 3 doors,Ford,FORD Fiesta ST 3 doors,hatchback,2012,2021,True
FORD_Fiesta_Sedan_20112017,1427,Ford FORD Fiesta Sedan,Ford,FORD Fiesta Sedan,other,2011,2017,True
FORD_Figo_20102012,1428,Ford FORD Figo,Ford,FORD Figo,hatchback,2010,2024,True
FORD_Figo_20122015,1429,Ford FORD Figo,Ford,FORD Figo,hatchback,2010,2024,True
FORD_Figo_20152018,1430,Ford FORD Figo,Ford,FORD Figo,hatchback,2010,2024,True
FORD_Figo_2018Present,1431,Ford FORD Figo,Ford,FORD Figo,hatchback,2010,2024,True
FORD_Five_Hundred_20042007,1432,Ford FORD Five Hundred,Ford,FORD Five Hundred,other,2004,2007,True
FORD_Flex_20092012,1433,Ford FORD Flex,Ford,FORD Flex,wagon,2009,2019,True
FORD_Flex_20122019,1434,Ford FORD Flex,Ford,FORD Flex,wagon,2009,2019,True
FORD_Focus_3_Doors_19982001,1435,Ford FORD Focus 3 Doors,Ford,FORD Focus 3 Doors,hatchback,1998,2011,True
FORD_Focus_3_Doors_20082011,1436,Ford FORD Focus 3 Doors,Ford,FORD Focus 3 Doors,hatchback,1998,2011,True
FORD_Focus_4_Doors_20052007,1437,Ford FORD Focus 4 Doors,Ford,FORD Focus 4 Doors,other,1999,2018,True
FORD_Focus_4_Doors_20112014,1438,Ford FORD Focus 4 Doors,Ford,FORD Focus 4 Doors,other,1999,2018,True
FORD_Focus_5_Doors_20082010,1439,Ford FORD Focus 5 Doors,Ford,FORD Focus 5 Doors,hatchback,1998,2024,True
FORD_Focus_5_Doors_20142018,1440,Ford FORD Focus 5 Doors,Ford,FORD Focus 5 Doors,hatchback,1998,2024,True
FORD_Focus_5_Doors_20182021,1441,Ford FORD Focus 5 Doors,Ford,FORD Focus 5 Doors,hatchback,1998,2024,True
FORD_Focus_Active_Wagon_2021Present,1442,Ford FORD Focus Active Wagon,Ford,FORD Focus Active Wagon,wagon,1999,2024,True
FORD_Focus_Estate_20142018,1443,Ford FORD Focus Estate,Ford,FORD Focus Estate,wagon,1999,2024,True
FORD_Focus_Estate_20182021,1444,Ford FORD Focus Estate,Ford,FORD Focus Estate,wagon,1999,2024,True
FORD_Focus_RS_20022003,1445,Ford FORD Focus RS,Ford,FORD Focus RS,hatchback,2002,2024,True
FORD_Focus_RS_20082011,1446,Ford FORD Focus RS,Ford,FORD Focus RS,hatchback,2002,2024,True
FORD_Focus_RS_2016Present,1447,Ford FORD Focus RS,Ford,FORD Focus RS,hatchback,2002,2024,True
FORD_Focus_ST_5_Doors_20122014,1448,Ford FORD Focus ST 5 Doors,Ford,FORD Focus ST 5 Doors,hatchback,2012,2024,True
FORD_Focus_ST_5_Doors_20192021,1449,Ford FORD Focus ST 5 Doors,Ford,FORD Focus ST 5 Doors,hatchback,2012,2024,True
FORD_Focus_ST_Estate_2012Present,1450,Ford FORD Focus ST Estate,Ford,FORD Focus ST Estate,wagon,2012,2024,True
FORD_Focus_Sedan_20142018,1451,Ford FORD Focus Sedan,Ford,FORD Focus Sedan,other,1999,2018,True
FORD_Focus_Wagon_20112014,1452,Ford FORD Focus Wagon,Ford,FORD Focus Wagon,wagon,1999,2024,True
FORD_Freestar_20032007,1453,Ford FORD Freestar,Ford,FORD Freestar,van,2003,2007,True
FORD_Fusion_2018Present,1454,Ford FORD Fusion,Ford,FORD Fusion,other,2005,2024,True
FORD_Fusion_Hybrid_20122016,1455,Ford FORD Fusion Hybrid,Ford,FORD Fusion Hybrid,other,2005,2024,True
FORD_Fusion_North_American_20052008,1456,Ford FORD Fusion North American,Ford,FORD Fusion North American,other,2005,2024,True
FORD_Fusion_North_American_20082012,1457,Ford FORD Fusion North American,Ford,FORD Fusion North American,other,2005,2024,True
FORD_Fusion_North_American_20122016,1458,Ford FORD Fusion North American,Ford,FORD Fusion North American,other,2005,2024,True
FORD_GT_20172019,1459,Ford FORD GT,Ford,FORD GT,other,2004,2024,True
FORD_Galaxy_20002006,1460,Ford FORD Galaxy,Ford,FORD Galaxy,van,1995,2024,True
FORD_Galaxy_20062016,1461,Ford FORD Galaxy,Ford,FORD Galaxy,van,1995,2024,True
FORD_Galaxy_20162019,1462,Ford FORD Galaxy,Ford,FORD Galaxy,van,1995,2024,True
FORD_Galaxy_2019Present,1463,Ford FORD Galaxy,Ford,FORD Galaxy,van,1995,2024,True
FORD_Grand_CMax_20112015,1464,Ford FORD Grand CMax,Ford,FORD Grand CMax,van,2011,2015,True
FORD_Ka_19972008,1465,Ford FORD Ka,Ford,FORD Ka,hatchback,1997,2015,True
FORD_Ka_20082015,1466,Ford FORD Ka,Ford,FORD Ka,hatchback,1997,2015,True
FORD_Ka_20162018,1467,Ford FORD Ka,Ford,FORD Ka,hatchback,1997,2015,True
FORD_Ka_Active_2018Present,1468,Ford FORD Ka Active,Ford,FORD Ka Active,hatchback,2018,2024,True
FORD_Kuga_20082012,1469,Ford FORD Kuga,Ford,FORD Kuga,suv,2008,2024,True
FORD_Kuga_20122016,1470,Ford FORD Kuga,Ford,FORD Kuga,suv,2008,2024,True
FORD_Kuga_20162019,1471,Ford FORD Kuga,Ford,FORD Kuga,suv,2008,2024,True
FORD_Kuga_2019Present,1472,Ford FORD Kuga,Ford,FORD Kuga,suv,2008,2024,True
FORD_Mach_1_2020Present,1473,Ford FORD Mach 1,Ford,FORD Mach 1,other,2020,2024,True
FORD_Maverick_2021Present,1474,Ford FORD Maverick,Ford,FORD Maverick,truck,2021,2024,True
FORD_Mondeo_Hatchback_20102014,1475,Ford FORD Mondeo Hatchback,Ford,FORD Mondeo Hatchback,hatchback,1993,2018,True
FORD_Mondeo_Hatchback_20142018,1476,Ford FORD Mondeo Hatchback,Ford,FORD Mondeo Hatchback,hatchback,1993,2018,True
FORD_Mondeo_Sedan_20152018,1477,Ford FORD Mondeo Sedan,Ford,FORD Mondeo Sedan,other,1993,2018,True
FORD_Mondeo_Wagon_20072014,1478,Ford FORD Mondeo Wagon,Ford,FORD Mondeo Wagon,wagon,1993,2024,True
FORD_Mondeo_Wagon_20152018,1479,Ford FORD Mondeo Wagon,Ford,FORD Mondeo Wagon,wagon,1993,2024,True
FORD_Mondeo_Wagon_2019Present,1480,Ford FORD Mondeo Wagon,Ford,FORD Mondeo Wagon,wagon,1993,2024,True
FORD_Mustang_20042008,1481,Ford FORD Mustang,Ford,FORD Mustang,other,1964,2024,True
FORD_Mustang_20092013,1482,Ford FORD Mustang,Ford,FORD Mustang,other,1964,2024,True
FORD_Mustang_20142017,1483,Ford FORD Mustang,Ford,FORD Mustang,other,1964,2024,True
FORD_Mustang_2017Present,1484,Ford FORD Mustang,Ford,FORD Mustang,other,1964,2024,True
FORD_Mustang_Convertible_20092013,1485,Ford FORD Mustang Convertible,Ford,FORD Mustang Convertible,convertible,1964,2024,True
FORD_Mustang_Convertible_20142017,1486,Ford FORD Mustang Convertible,Ford,FORD Mustang Convertible,convertible,1964,2024,True
FORD_Mustang_GT_350_Shelby_19651966,1487,Ford FORD Mustang GT 350 Shelby,Ford,FORD Mustang GT 350 Shelby,other,1964,2024,True
FORD_Mustang_MACHE_2020Present,1488,Ford FORD Mustang MACHE,Ford,FORD Mustang MACHE,suv,2020,2024,True
FORD_Mustang_MachE_GT_2021Present,1489,Ford FORD Mustang MachE GT,Ford,FORD Mustang MachE GT,suv,2020,2024,True
FORD_Mustang_Shelby_GT350R_2015Present,1490,Ford FORD Mustang Shelby GT350R,Ford,FORD Mustang Shelby GT350R,other,1964,2024,True
FORD_Mustang_Shelby_GT350_2015Present,1491,Ford FORD Mustang Shelby GT350,Ford,FORD Mustang Shelby GT350,other,1964,2024,True
FORD_Mustang_Shelby_GT500_20092012,1492,Ford FORD Mustang Shelby GT500,Ford,FORD Mustang Shelby GT500,other,1964,2024,True
FORD_Mustang_Shelby_GT500_20122015,1493,Ford FORD Mustang Shelby GT500,Ford,FORD Mustang Shelby GT500,other,1964,2024,True
FORD_Mustang_Shelby_GT500_2019Present,1494,Ford FORD Mustang Shelby GT500,Ford,FORD Mustang Shelby GT500,other,1964,2024,True
FORD_Mustang_Shelby_GT500_Convertible_20092012,1495,Ford FORD Mustang Shelby GT500 Convertible,Ford,FORD Mustang Shelby GT500 Convertible,convertible,1964,2024,True
FORD_Puma_2019Present,1496,Ford FORD Puma,Ford,FORD Puma,suv,1998,2024,True
FORD_Ranger_Double_Cab_20112015,1497,Ford FORD Ranger Double Cab,Ford,FORD Ranger Double Cab,truck,2011,2024,True
FORD_Ranger_Double_Cab_20152018,1498,Ford FORD Ranger Double Cab,Ford,FORD Ranger Double Cab,truck,2011,2024,True
FORD_Ranger_Double_Cab_20182021,1499,Ford FORD Ranger Double Cab,Ford,FORD Ranger Double Cab,truck,2011,2024,True
FORD_Ranger_Super_Cab_2015Present,1500,Ford FORD Ranger Super Cab,Ford,FORD Ranger Super Cab,truck,2000,2024,True
FORD_Ranger_Wildtrak_2021Present,1501,Ford FORD Ranger Wildtrak,Ford,FORD Ranger Wildtrak,truck,2019,2024,True
FORD_Raptor_Ranger_2018Present,1502,Ford FORD Raptor Ranger,Ford,FORD Raptor Ranger,other,2018,2024,True
FORD_SMax_20062014,1503,Ford FORD SMax,Ford,FORD SMax,van,2006,2024,True
FORD_SMax_20152019,1504,Ford FORD SMax,Ford,FORD SMax,van,2006,2024,True
FORD_Super_Duty_Lariat_Tremor_2021Present,1505,Ford FORD Super Duty Lariat Tremor,Ford,FORD Super Duty Lariat Tremor,truck,2021,2024,True
FORD_TRANSITTOURNEO_CONNECT_7SEATS_2018Present,1506,Ford FORD TRANSITTOURNEO CONNECT 7SEATS,Ford,FORD TRANSITTOURNEO CONNECT 7SEATS,van,2003,2024,True
FORD_TRANSITTOURNEO_CONNECT_WAGON_5SEATS_2018Present,1507,Ford FORD TRANSITTOURNEO CONNECT WAGON 5SEATS,Ford,FORD TRANSITTOURNEO CONNECT WAGON 5SEATS,van,2003,2024,True
FORD_Taurus_19992007,1508,Ford FORD Taurus,Ford,FORD Taurus,other,1995,2019,True
FORD_Taurus_20072009,1509,Ford FORD Taurus,Ford,FORD Taurus,other,1995,2019,True
FORD_Taurus_20122019,1510,Ford FORD Taurus,Ford,FORD Taurus,other,1995,2019,True
FORD_Taurus_SHO_20092019,1511,Ford FORD Taurus SHO,Ford,FORD Taurus SHO,other,2009,2019,True
FORD_Tourneo_Connect_20032007,1512,Ford FORD Tourneo Connect,Ford,FORD Tourneo Connect,van,2003,2024,True
GENESIS_G70_20172021,1513,Genesis GENESIS G70,Genesis,GENESIS G70,other,2017,2024,True
GENESIS_G70_2021Present,1514,Genesis GENESIS G70,Genesis,GENESIS G70,other,2017,2024,True
GENESIS_G70_Shooting_Brake_2021Present,1515,Genesis GENESIS G70 Shooting Brake,Genesis,GENESIS G70 Shooting Brake,wagon,2021,2024,True
GENESIS_G80_20162019,1516,Genesis GENESIS G80,Genesis,GENESIS G80,other,2016,2024,True
GENESIS_G80_2020Present,1517,Genesis GENESIS G80,Genesis,GENESIS G80,other,2016,2024,True
GENESIS_G90_20162019,1518,Genesis GENESIS G90,Genesis,GENESIS G90,other,2016,2024,True
GENESIS_G90_20192022,1519,Genesis GENESIS G90,Genesis,GENESIS G90,other,2016,2024,True
GENESIS_GV70_2020Present,1520,Genesis GENESIS GV70,Genesis,GENESIS GV70,suv,2020,2024,True
GENESIS_GV80_2020Present,1521,Genesis GENESIS GV80,Genesis,GENESIS GV80,suv,2020,2024,True
GMC_Acadia_20072012,1522,GMC GMC Acadia,GMC,GMC Acadia,suv,2007,2024,True
GMC_Acadia_20122016,1523,GMC GMC Acadia,GMC,GMC Acadia,suv,2007,2024,True
GMC_Acadia_20162019,1524,GMC GMC Acadia,GMC,GMC Acadia,suv,2007,2024,True
GMC_Canyon_Crew_Cab_2014Present,1525,GMC GMC Canyon Crew Cab,GMC,GMC Canyon Crew Cab,truck,2004,2024,True
GMC_Envoy_20012007,1526,GMC GMC Envoy,GMC,GMC Envoy,suv,2001,2009,True
GMC_Envoy_20082009,1527,GMC GMC Envoy,GMC,GMC Envoy,suv,2001,2009,True
GMC_Sierra_1500_Crew_Cab_20082013,1528,GMC GMC Sierra 1500 Crew Cab,GMC,GMC Sierra 1500 Crew Cab,truck,2007,2024,True
GMC_Sierra_1500_Extended_Cab_20072013,1529,GMC GMC Sierra 1500 Extended Cab,GMC,GMC Sierra 1500 Extended Cab,truck,2007,2024,True
GMC_Sierra_2500HD_Crew_Cab_20082013,1530,GMC GMC Sierra 2500HD Crew Cab,GMC,GMC Sierra 2500HD Crew Cab,truck,2008,2024,True
GMC_Sierra_3500HD_Crew_Cab_20082013,1531,GMC GMC Sierra 3500HD Crew Cab,GMC,GMC Sierra 3500HD Crew Cab,truck,2008,2024,True
GMC_Terrain_20092016,1532,GMC GMC Terrain,GMC,GMC Terrain,suv,2009,2024,True
GMC_Yukon_20082014,1533,GMC GMC Yukon,GMC,GMC Yukon,suv,1999,2024,True
GMC_Yukon_AT4_2020Present,1534,GMC GMC Yukon AT4,GMC,GMC Yukon AT4,suv,1999,2024,True
GMC_Yukon_Denali_20142020,1535,GMC GMC Yukon Denali,GMC,GMC Yukon Denali,suv,1999,2024,True
GMC_Yukon_XL_20142020,1536,GMC GMC Yukon XL,GMC,GMC Yukon XL,suv,1999,2024,True
HOLDEN_Adventra_20032007,1537,Holden HOLDEN Adventra,Holden,HOLDEN Adventra,wagon,2003,2007,True
HOLDEN_Astra_3_Doors_20042009,1538,Holden HOLDEN Astra 3 Doors,Holden,HOLDEN Astra 3 Doors,hatchback,2004,2009,True
HOLDEN_Astra_5_Doors_20052009,1539,Holden HOLDEN Astra 5 Doors,Holden,HOLDEN Astra 5 Doors,hatchback,2005,2009,True
HOLDEN_Astra_Caravan_20032009,1540,Holden HOLDEN Astra Caravan,Holden,HOLDEN Astra Caravan,wagon,2003,2009,True
HOLDEN_Barina_RS_2014Present,1541,Holden HOLDEN Barina RS,Holden,HOLDEN Barina RS,hatchback,2014,2024,True
HOLDEN_Barina_Spark_20102016,1542,Holden HOLDEN Barina Spark,Holden,HOLDEN Barina Spark,hatchback,2010,2016,True
HOLDEN_CapriceSatesman_20062010,1543,Holden HOLDEN CapriceSatesman,Holden,HOLDEN CapriceSatesman,other,1999,2024,True
HOLDEN_Caprice_2010Present,1544,Holden HOLDEN Caprice,Holden,HOLDEN Caprice,other,1999,2024,True
HOLDEN_Captiva_20062011,1545,Holden HOLDEN Captiva,Holden,HOLDEN Captiva,suv,2006,2018,True
HOLDEN_Captiva_20112016,1546,Holden HOLDEN Captiva,Holden,HOLDEN Captiva,suv,2006,2018,True
HOLDEN_Commodore_2018Present,1547,Holden HOLDEN Commodore,Holden,HOLDEN Commodore,other,1997,2024,True
HOLDEN_Commodore_Sedan_20132015,1548,Holden HOLDEN Commodore Sedan,Holden,HOLDEN Commodore Sedan,other,1997,2024,True
HOLDEN_Commodore_Sedan_20152017,1549,Holden HOLDEN Commodore Sedan,Holden,HOLDEN Commodore Sedan,other,1997,2024,True
HOLDEN_Cruze_20022005,1550,Holden HOLDEN Cruze,Holden,HOLDEN Cruze,suv,2002,2005,True
HOLDEN_Cruze_2008Present,1551,Holden HOLDEN Cruze,Holden,HOLDEN Cruze,other,2008,2024,True
HOLDEN_Monaro_20012006,1552,Holden HOLDEN Monaro,Holden,HOLDEN Monaro,other,2001,2006,True
HOLDEN_Statesman_20062010,1553,Holden HOLDEN Statesman,Holden,HOLDEN Statesman,other,1999,2010,True
HOLDEN_Trax_20132016,1554,Holden HOLDEN Trax,Holden,HOLDEN Trax,suv,2013,2024,True
HOLDEN_Trax_2016Present,1555,Holden HOLDEN Trax,Holden,HOLDEN Trax,suv,2013,2024,True
HOLDEN_Ute_20032007,1556,Holden HOLDEN Ute,Holden,HOLDEN Ute,truck,2003,2017,True
HOLDEN_Ute_20072013,1557,Holden HOLDEN Ute,Holden,HOLDEN Ute,truck,2003,2017,True
HONDA_Accord_20082010,1558,Honda HONDA Accord,Honda,HONDA Accord,other,1998,2010,True
HONDA_Accord_20122015,1559,Honda HONDA Accord,Honda,HONDA Accord,other,1998,2010,True
HONDA_Accord_20152017,1560,Honda HONDA Accord,Honda,HONDA Accord,other,1998,2010,True
HONDA_Accord_20172020,1561,Honda HONDA Accord,Honda,HONDA Accord,other,1998,2010,True
HONDA_Accord_3_Doors_19761981,1562,Honda HONDA Accord 3 Doors,Honda,HONDA Accord 3 Doors,hatchback,1976,1985,True
HONDA_Accord_3_Doors_19811985,1563,Honda HONDA Accord 3 Doors,Honda,HONDA Accord 3 Doors,hatchback,1976,1985,True
HONDA_Accord_4_Doors_19811985,1564,Honda HONDA Accord 4 Doors,Honda,HONDA Accord 4 Doors,other,1998,2010,True
HONDA_Accord_4_Doors_19931996,1565,Honda HONDA Accord 4 Doors,Honda,HONDA Accord 4 Doors,other,1998,2010,True
HONDA_Accord_4_Doors_19982005,1566,Honda HONDA Accord 4 Doors,Honda,HONDA Accord 4 Doors,other,1998,2010,True
HONDA_Accord_4_Doors_20032006,1567,Honda HONDA Accord 4 Doors,Honda,HONDA Accord 4 Doors,other,1998,2010,True
